City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
291,Lufilufi,-13.8745,-171.5986,73.18,81,82,20.54,WS,2022-06-15 18:49:02
292,Taoudenni,22.6783,-3.9836,103.28,6,0,6.85,ML,2022-06-15 18:44:09
293,Erenhot,43.6475,111.9767,71.31,33,100,6.69,CN,2022-06-15 18:49:02
294,Bonfim,3.0833,-59.95,76.95,66,51,5.48,BR,2022-06-15 18:45:18
295,Prado,-17.3411,-39.2208,73.94,66,76,9.78,BR,2022-06-15 18:49:03
296,Cockburn Town,21.4612,-71.1419,84.16,70,20,11.5,TC,2022-06-15 18:40:56
297,Loralai,30.3705,68.598,84.34,24,2,10.78,PK,2022-06-15 18:49:03
298,Brae,60.3964,-1.353,52.02,95,100,17.92,GB,2022-06-15 18:45:33
299,Tura,25.5198,90.2201,73.0,99,100,7.67,IN,2022-06-15 18:40:10
300,Pauini,-7.7136,-66.9764,86.5,53,71,2.37,BR,2022-06-15 18:49:03
301,Necochea,-38.5473,-58.7368,55.58,65,100,7.11,AR,2022-06-15 18:45:39
302,Beloomut,54.9448,39.3394,54.75,89,16,6.69,RU,2022-06-15 18:49:04
303,Porto San Giorgio,43.1827,13.7934,70.5,78,100,5.41,IT,2022-06-15 18:49:04
304,Bourail,-21.5667,165.4833,70.36,91,0,3.76,NC,2022-06-15 18:49:04
305,Zonguldak,41.25,31.8333,56.19,96,9,1.95,TR,2022-06-15 18:49:05
306,Melilla,35.2937,-2.9383,80.98,65,0,1.14,ES,2022-06-15 18:49:05
307,Trincomalee,8.5711,81.2335,79.18,82,100,12.8,LK,2022-06-15 18:46:14
308,Saskylakh,71.9167,114.0833,42.66,55,19,7.45,RU,2022-06-15 18:44:14
309,Oxford,51.7522,-1.256,76.86,34,0,6.91,GB,2022-06-15 18:49:05
310,Champerico,14.3,-91.9167,88.34,75,100,8.12,GT,2022-06-15 18:45:42
311,Sao Filipe,14.8961,-24.4956,73.42,84,54,6.22,CV,2022-06-15 18:45:07
312,Shasta Lake,40.6804,-122.3708,86.76,17,11,3.11,US,2022-06-15 18:49:06
313,Road Town,18.4167,-64.6167,87.89,80,100,16.93,VG,2022-06-15 18:49:06
314,Fairbanks,64.8378,-147.7164,62.22,77,100,3.44,US,2022-06-15 18:40:33
315,Vondrozo,-22.8167,47.2833,62.4,99,87,3.69,MG,2022-06-15 18:49:06
316,Chokurdakh,70.6333,147.9167,60.13,35,90,9.57,RU,2022-06-15 18:44:11
317,Balyaga,51.1507,108.921,57.29,67,25,0.96,RU,2022-06-15 18:49:07
318,Muzhi,65.3667,64.6667,57.99,61,37,7.18,RU,2022-06-15 18:44:35
319,Sur,22.5667,59.5289,87.31,67,6,14.07,OM,2022-06-15 18:44:55
320,Jiayuguan,39.8167,98.3,72.32,8,100,2.15,CN,2022-06-15 18:49:07
321,Husavik,66.0449,-17.3389,50.11,85,83,6.78,IS,2022-06-15 18:45:30
322,Zhezkazgan,47.8043,67.7144,65.55,43,0,9.69,KZ,2022-06-15 18:50:08
323,Ashta,23.0167,76.7167,77.14,83,100,11.88,IN,2022-06-15 18:50:08
324,Valparaiso,-33.0393,-71.6273,62.83,73,20,11.5,CL,2022-06-15 18:50:08
325,Sangar,63.9242,127.4739,52.95,82,67,3.6,RU,2022-06-15 18:50:08
326,Sola,-13.8833,167.55,77.67,94,75,3.44,VU,2022-06-15 18:50:09
327,Abnub,27.2696,31.1511,91.62,26,0,11.5,EG,2022-06-15 18:44:24
328,Hami,42.8,93.45,87.76,18,100,12.1,CN,2022-06-15 18:44:42
329,Gamboma,-1.8764,15.8644,80.8,58,82,1.52,CG,2022-06-15 18:50:09
330,Richards Bay,-28.783,32.0377,58.75,74,17,7.52,ZA,2022-06-15 18:44:04
331,Kangaatsiaq,68.3065,-53.4641,34.63,72,100,13.96,GL,2022-06-15 18:50:09
332,Divnomorskoye,44.5011,38.1353,67.51,86,11,6.78,RU,2022-06-15 18:50:10
333,Kushiro,42.975,144.3747,54.32,99,100,6.49,JP,2022-06-15 18:50:10
334,Roseburg,43.2165,-123.3417,76.51,55,0,0.0,US,2022-06-15 18:49:36
335,Vila Velha,-20.3297,-40.2925,75.15,74,0,14.97,BR,2022-06-15 18:50:10
336,Hamilton,39.1834,-84.5333,95.95,53,0,9.22,US,2022-06-15 18:43:28
337,Seoul,37.5683,126.9778,64.0,91,75,6.91,KR,2022-06-15 18:50:11
338,Shimoda,34.6667,138.95,64.11,93,100,4.99,JP,2022-06-15 18:50:11
339,Ardesen,41.1911,40.9875,70.14,69,7,8.68,TR,2022-06-15 18:50:11
340,San Cristobal,7.7669,-72.225,80.78,81,88,6.17,VE,2022-06-15 18:45:18
341,San Borja,-14.8167,-66.85,82.06,45,0,5.84,BO,2022-06-15 18:50:12
342,Clyde,41.3042,-82.9752,94.91,58,0,12.53,US,2022-06-15 18:50:12
343,Walvis Bay,-22.9575,14.5053,63.55,39,0,5.75,NA,2022-06-15 18:43:46
344,Pangnirtung,66.1451,-65.7125,41.0,93,100,5.75,CA,2022-06-15 18:45:22
345,Yamethin,20.4333,96.15,76.19,86,100,8.14,MM,2022-06-15 18:50:13
346,Santa Fe,-31.6333,-60.7,70.0,53,100,1.99,AR,2022-06-15 18:46:50
347,Puerto Colombia,10.9878,-74.9547,80.69,74,82,9.31,CO,2022-06-15 18:45:17
348,Adrar,20.5022,-10.0711,101.75,13,26,8.77,MR,2022-06-15 18:43:55
349,North Bend,43.4065,-124.2243,66.92,81,0,11.5,US,2022-06-15 18:45:13
350,Nelson Bay,-32.7167,152.15,50.05,75,0,11.25,AU,2022-06-15 18:45:30
351,Korla,41.7597,86.1469,83.88,16,37,9.31,CN,2022-06-15 18:39:12
352,Santa Isabel Do Rio Negro,-0.4139,-65.0192,82.6,74,46,1.63,BR,2022-06-15 18:50:13
353,Stepnyak,52.8339,70.7803,56.97,74,56,7.7,KZ,2022-06-15 18:50:14
354,West Bay,19.3667,-81.4167,87.87,58,40,13.8,KY,2022-06-15 18:45:05
355,Djibo,14.1022,-1.6306,97.88,28,85,9.89,BF,2022-06-15 18:50:14
356,Manggar,-2.8833,108.2667,79.92,81,86,4.09,ID,2022-06-15 18:50:14
357,Gouyave,12.1646,-61.7296,74.17,100,75,28.77,GD,2022-06-15 18:50:15
358,Aklavik,68.2191,-135.0107,58.44,40,5,6.91,CA,2022-06-15 18:45:01
359,Severodvinsk,64.5635,39.8302,59.11,99,100,5.17,RU,2022-06-15 18:50:15
360,Melfi,40.9965,15.6514,74.1,51,5,0.87,IT,2022-06-15 18:50:15
361,Borogontsy,62.6683,131.1683,50.49,96,41,1.61,RU,2022-06-15 18:44:55
362,Ambulu,-8.345,113.6058,75.36,90,59,3.56,ID,2022-06-15 18:50:16
363,Ketchikan,55.3422,-131.6461,61.27,63,0,11.5,US,2022-06-15 18:43:46
364,Estelle,29.8458,-90.1067,93.99,58,75,5.75,US,2022-06-15 18:45:50
365,Lahaina,20.8783,-156.6825,78.8,91,11,7.94,US,2022-06-15 18:45:43
366,Chifeng,42.2683,118.9636,62.82,68,5,6.15,CN,2022-06-15 18:50:16
367,Olinda,-8.0089,-34.8553,76.73,94,75,9.22,BR,2022-06-15 18:46:21
368,Sterling,39.0062,-77.4286,92.14,57,75,5.75,US,2022-06-15 18:51:16
369,Thana,34.6369,72.0739,83.28,28,3,9.1,PK,2022-06-15 18:51:17
370,Trairi,-3.2778,-39.2689,81.0,71,22,11.83,BR,2022-06-15 18:47:07
371,Okhotsk,59.3833,143.3,43.97,87,100,3.53,RU,2022-06-15 18:43:58
372,Hukuntsi,-24.0,21.75,47.46,40,0,8.9,BW,2022-06-15 18:51:17
373,Ewa Beach,21.3156,-158.0072,80.55,68,100,10.36,US,2022-06-15 18:51:17
374,Horodnytsya,50.807,27.3168,54.3,82,100,5.7,UA,2022-06-15 18:51:18
375,Laguna,38.421,-121.4238,91.09,24,0,4.61,US,2022-06-15 18:41:06
376,Kaitangata,-46.2817,169.8464,48.7,75,83,15.39,NZ,2022-06-15 18:43:31
377,Tigil,57.8,158.6667,49.42,69,100,2.57,RU,2022-06-15 18:45:11
378,Aksarka,66.5606,67.7975,52.84,36,0,9.44,RU,2022-06-15 18:51:18
379,Tuy Hoa,13.0833,109.3,77.68,91,100,4.88,VN,2022-06-15 18:50:54
380,Ornskoldsvik,63.2909,18.7153,58.75,60,71,6.49,SE,2022-06-15 18:48:39
381,Marzuq,14.4,46.4667,78.66,48,100,6.35,YE,2022-06-15 18:51:19
382,Torbay,47.6666,-52.7314,53.76,74,75,12.66,CA,2022-06-15 18:43:05
383,Bambanglipuro,-7.95,110.2833,75.87,89,21,3.83,ID,2022-06-15 18:51:19
384,Zavallya,48.2135,30.0156,55.85,71,9,6.02,UA,2022-06-15 18:51:19
385,Bathsheba,13.2167,-59.5167,86.61,70,40,16.11,BB,2022-06-15 18:45:42
386,Kupang,-10.1667,123.5833,76.57,74,10,10.78,ID,2022-06-15 18:51:20
387,Juegang,32.3174,121.1855,76.95,75,1,9.26,CN,2022-06-15 18:51:20
388,Suntar,62.1444,117.6319,57.58,74,96,1.43,RU,2022-06-15 18:43:47
389,Zaysan,47.4667,84.8667,58.66,81,62,4.05,KZ,2022-06-15 18:51:20
390,Yeppoon,-23.1333,150.7333,62.38,89,100,5.84,AU,2022-06-15 18:44:07
391,Mahon,39.8885,4.2658,79.36,57,0,5.75,ES,2022-06-15 18:44:38
392,Ahuimanu,21.4447,-157.8378,80.31,77,75,6.91,US,2022-06-15 18:44:43
393,Evensk,61.95,159.2333,45.18,81,90,6.78,RU,2022-06-15 18:45:02
394,Ribeira Grande,38.5167,-28.7,68.4,77,40,14.97,PT,2022-06-15 18:43:46
395,Vilhena,-12.7406,-60.1458,82.62,51,40,9.22,BR,2022-06-15 18:51:21
396,Neepawa,50.2289,-99.4664,61.2,72,85,20.8,CA,2022-06-15 18:51:21
397,Mehamn,71.0357,27.8492,42.71,90,100,13.15,NO,2022-06-15 18:51:21
398,Zhanaozen,43.3,52.8,81.23,34,79,19.35,KZ,2022-06-15 18:51:22
399,Coihueco,-36.6167,-71.8333,53.62,82,75,6.91,CL,2022-06-15 18:48:22
400,Dohar,23.5883,90.1469,82.38,88,100,13.31,BD,2022-06-15 18:51:22
401,Yermolayevo,52.7167,55.8,61.09,67,15,1.66,RU,2022-06-15 18:51:22
402,Aras,42.5617,-2.356,91.81,15,0,5.75,ES,2022-06-15 18:51:23
403,Cacapava Do Sul,-30.5122,-53.4914,61.63,71,0,3.67,BR,2022-06-15 18:51:23
404,Mwense,-10.3845,28.698,65.8,43,0,3.44,ZM,2022-06-15 18:51:23
405,Rozkishne,48.5074,39.3004,61.41,96,94,6.89,UA,2022-06-15 18:51:23
406,Natal,-5.795,-35.2094,84.85,65,75,14.97,BR,2022-06-15 18:49:48
407,Andrews,32.3187,-102.5457,98.73,32,83,11.01,US,2022-06-15 18:47:44
408,Healdsburg,38.6105,-122.8692,92.98,36,0,6.91,US,2022-06-15 18:51:24
409,Pachino,36.7186,15.0907,74.3,61,1,8.43,IT,2022-06-15 18:51:24
410,Garowe,8.4054,48.4845,85.33,33,66,22.41,SO,2022-06-15 18:51:24
411,Were Ilu,10.6,39.4333,59.77,31,7,5.26,ET,2022-06-15 18:51:25
412,Ulladulla,-35.35,150.4667,54.25,60,50,7.9,AU,2022-06-15 18:46:08
413,Tual,-5.6667,132.75,82.8,76,100,16.91,ID,2022-06-15 18:51:25
414,Port Lincoln,-34.7333,135.8667,56.03,84,100,7.61,AU,2022-06-15 18:43:50
415,Vieques,18.425,-65.8329,84.24,74,100,16.11,PR,2022-06-15 18:52:26
416,Kruisfontein,-34.0033,24.7314,46.89,79,62,11.54,ZA,2022-06-15 18:43:24
417,Adoni,15.6333,77.2833,83.52,59,85,16.06,IN,2022-06-15 18:52:26
418,Kommunar,59.6206,30.39,57.51,88,100,13.35,RU,2022-06-15 18:52:26
419,Kununurra,-15.7667,128.7333,53.58,82,100,0.0,AU,2022-06-15 18:45:52
420,Minna,9.6139,6.5569,79.75,74,100,0.78,NG,2022-06-15 18:52:27
421,Chara,56.9064,118.2631,57.87,54,100,1.21,RU,2022-06-15 18:52:27
422,Smolenka,52.1352,113.4974,53.67,82,30,2.24,RU,2022-06-15 18:52:27
423,Jumla,29.2747,82.1838,59.92,69,55,3.53,NP,2022-06-15 18:52:27
424,Kingaroy,-26.5333,151.8333,50.04,100,100,0.0,AU,2022-06-15 18:52:28
425,Havelock,34.8791,-76.9013,89.98,47,0,12.66,US,2022-06-15 18:45:07
426,Aykhal,66.0,111.5,56.37,76,61,8.08,RU,2022-06-15 18:52:28
427,Pringsewu,-5.3582,104.9744,71.87,93,100,1.86,ID,2022-06-15 18:44:32
428,Yetkul,54.8221,61.588,62.19,76,86,6.35,RU,2022-06-15 18:52:29
429,Ugoofaaru,5.6667,73.0,83.17,75,86,13.09,MV,2022-06-15 18:44:52
430,Tuatapere,-46.1333,167.6833,47.62,86,63,11.12,NZ,2022-06-15 18:45:14
431,Colares,38.7992,-9.4469,74.39,75,20,21.0,PT,2022-06-15 18:52:29
432,Dongsheng,39.8161,109.9776,70.39,23,16,8.1,CN,2022-06-15 18:52:29
433,Grand-Santi,4.25,-54.3833,85.46,63,13,5.23,GF,2022-06-15 18:44:59
434,Ararangua,-28.9347,-49.4858,63.72,70,86,4.14,BR,2022-06-15 18:48:17
435,Verkhoyansk,67.5447,133.385,54.19,65,96,6.78,RU,2022-06-15 18:52:30
436,Kimbe,-5.5502,150.1429,74.21,92,84,3.96,PG,2022-06-15 18:52:30
437,Jining,35.405,116.5814,73.92,59,5,8.68,CN,2022-06-15 18:52:30
438,Kloulklubed,7.0419,134.2556,83.26,76,51,11.14,PW,2022-06-15 18:52:31
439,Bystrice Nad Pernstejnem,49.5229,16.2615,68.88,77,69,2.68,CZ,2022-06-15 18:52:31
440,Fare,-16.7,-151.0167,80.37,73,3,18.25,PF,2022-06-15 18:52:31
441,Kamaishi,39.2667,141.8833,61.92,97,100,8.81,JP,2022-06-15 18:52:31
442,Moreira Sales,-24.0622,-53.0069,71.82,66,13,6.24,BR,2022-06-15 18:52:32
443,Kemijarvi,66.7131,27.4306,44.85,96,100,11.25,FI,2022-06-15 18:44:40
444,Coldstream,55.6511,-2.2529,63.73,78,91,3.27,GB,2022-06-15 18:52:32
445,Chabahar,25.2919,60.643,82.76,85,11,7.43,IR,2022-06-15 18:52:32
446,Lompoc,34.6391,-120.4579,91.02,48,0,12.66,US,2022-06-15 18:44:44
447,Lokosovo,61.1333,74.8167,54.27,92,100,12.41,RU,2022-06-15 18:52:33
448,Yulara,-25.2406,130.9889,55.81,54,7,8.43,AU,2022-06-15 18:44:18
449,Kasongo-Lunda,-6.4667,16.8167,79.59,41,100,1.77,CD,2022-06-15 18:44:34
450,Coihaique,-45.5752,-72.0662,49.95,53,20,3.44,CL,2022-06-15 18:46:05
451,Batagay-Alyta,67.8006,130.4114,48.36,85,100,8.59,RU,2022-06-15 18:52:33
452,Omaruru,-21.4333,15.9333,57.43,16,0,3.91,NA,2022-06-15 18:52:33
453,Abu Zabad,12.35,29.25,87.58,49,100,14.88,SD,2022-06-15 18:44:49
454,Esperance,-33.8667,121.9,55.2,65,0,9.62,AU,2022-06-15 18:45:53
455,Petropavlovsk-Kamchatskiy,53.0452,158.6483,41.59,100,100,4.47,RU,2022-06-15 18:45:43
456,College,64.8569,-147.8028,62.2,78,75,3.44,US,2022-06-15 18:45:31
457,Jardim,-21.4803,-56.1381,83.48,33,0,5.46,BR,2022-06-15 18:45:35
458,Gazojak,41.1875,61.4036,86.95,17,0,13.56,TM,2022-06-15 18:52:34
459,Nisia Floresta,-6.0911,-35.2086,85.01,74,11,7.76,BR,2022-06-15 18:52:34
460,Arauco,-37.2463,-73.3175,53.37,79,45,3.04,CL,2022-06-15 18:52:35
461,Shingu,33.7333,135.9833,67.55,93,100,1.23,JP,2022-06-15 18:44:37
462,Mount Isa,-20.7333,139.5,49.77,53,0,4.61,AU,2022-06-15 18:43:46
463,Suluq,31.6682,20.2521,77.67,54,0,15.75,LY,2022-06-15 18:53:35
464,Peace River,56.2501,-117.286,70.11,42,100,20.71,CA,2022-06-15 18:53:35
465,Comodoro Rivadavia,-45.8667,-67.5,53.46,50,0,11.5,AR,2022-06-15 18:41:11
466,Salalah,17.0151,54.0924,86.09,79,75,9.22,OM,2022-06-15 18:45:23
467,Livingston,55.9029,-3.5226,66.56,50,20,9.22,GB,2022-06-15 18:53:36
468,Luena,-11.7833,19.9167,59.54,38,0,2.82,AO,2022-06-15 18:53:36
469,Port-Gentil,-0.7193,8.7815,76.96,78,75,11.5,GA,2022-06-15 18:46:12
470,Turayf,31.6725,38.6637,86.25,26,0,9.22,SA,2022-06-15 18:53:36
471,Burns Lake,54.2331,-125.7533,60.22,31,5,2.39,CA,2022-06-15 18:53:37
472,Male,4.1748,73.5089,84.15,84,75,13.8,MV,2022-06-15 18:53:37
473,Guangshui,31.6199,113.9978,73.87,81,0,3.96,CN,2022-06-15 18:53:37
474,Otjiwarongo,-20.4637,16.6477,52.95,27,0,6.93,NA,2022-06-15 18:53:38
475,Llangefni,53.2556,-4.3106,64.11,61,7,8.05,GB,2022-06-15 18:53:38
476,Gorlice,49.6556,21.1604,63.86,100,3,2.44,PL,2022-06-15 18:53:38
477,Erzin,36.9559,36.2,71.26,82,0,1.14,TR,2022-06-15 18:45:37
478,Albury,-36.0833,146.9167,51.33,100,100,7.0,AU,2022-06-15 18:53:38
479,Eureka,40.8021,-124.1637,60.93,75,38,3.0,US,2022-06-15 18:40:03
480,Matina,10.0761,-83.2895,76.68,92,100,3.74,CR,2022-06-15 18:53:39
481,Likhoslavl,57.1275,35.464,55.2,77,100,12.44,RU,2022-06-15 18:53:39
482,Zhigansk,66.7697,123.3711,49.01,78,0,14.34,RU,2022-06-15 18:44:17
483,Rawson,-43.3002,-65.1023,53.62,52,11,5.86,AR,2022-06-15 18:53:40
484,Beringovskiy,63.05,179.3167,40.95,94,100,10.56,RU,2022-06-15 18:45:16
485,Beberibe,-4.1797,-38.1306,81.88,67,10,8.37,BR,2022-06-15 18:53:40
486,Hastings,50.8552,0.5729,71.24,58,85,6.29,GB,2022-06-15 18:45:13
487,Churapcha,62.0025,132.4325,51.69,96,100,5.88,RU,2022-06-15 18:45:17
488,Guiratinga,-16.3494,-53.7583,90.23,29,2,6.82,BR,2022-06-15 18:53:41
489,Bougouni,11.417,-7.479,88.14,46,100,3.8,ML,2022-06-15 18:53:41
490,Mahina,-17.5065,-149.489,76.75,73,13,21.63,PF,2022-06-15 18:53:41
491,Pontivy,48.0,-3.0,76.51,63,62,13.02,FR,2022-06-15 18:53:41
492,Jutai,-5.1833,-68.9,85.89,59,96,1.3,BR,2022-06-15 18:53:42
493,Merta,26.65,74.0333,86.83,58,22,15.26,IN,2022-06-15 18:53:42
494,Touba,8.2833,-7.6833,73.49,90,58,4.59,CI,2022-06-15 18:53:42
495,Semnan,35.5729,53.3971,80.22,36,0,7.9,IR,2022-06-15 18:53:43
496,Morant Bay,17.8815,-76.4093,90.72,78,100,14.47,JM,2022-06-15 18:53:43
497,Namwala,-15.7504,26.4384,65.64,36,0,3.13,ZM,2022-06-15 18:44:42
498,Bansang,13.4333,-14.65,84.74,58,88,3.76,GM,2022-06-15 18:53:43
499,Cimarron Hills,38.8586,-104.6989,77.5,32,0,19.57,US,2022-06-15 18:53:05
500,Vanavara,60.34,102.2797,56.79,89,77,4.99,RU,2022-06-15 18:53:44
501,Eskil,38.4017,33.4131,69.84,43,31,6.33,TR,2022-06-15 18:53:44
502,Maniitsoq,65.4167,-52.9,37.74,72,11,13.71,GL,2022-06-15 18:45:41
503,Vila,42.0304,-8.1588,61.68,63,32,3.04,PT,2022-06-15 18:53:44
504,Christchurch,-43.5333,172.6333,43.92,88,16,6.91,NZ,2022-06-15 18:53:36
505,Bayir,37.2687,28.2167,68.52,64,58,2.13,TR,2022-06-15 18:44:41
506,Bahawalnagar,30.5508,73.3908,101.17,23,9,15.17,PK,2022-06-15 18:54:45
507,Avinurme,58.9822,26.8642,57.38,65,90,12.17,EE,2022-06-15 18:54:45
508,Aswan,24.0934,32.907,94.3,20,0,5.75,EG,2022-06-15 18:54:45
509,Khandyga,62.6667,135.6,51.57,97,76,2.37,RU,2022-06-15 18:54:45
510,Bengkulu,-3.8004,102.2655,74.93,91,100,5.12,ID,2022-06-15 18:54:46
511,Sao Jose Da Coroa Grande,-8.8978,-35.1478,77.83,81,15,11.21,BR,2022-06-15 18:52:14
512,Muisne,0.6,-80.0333,77.68,80,89,14.58,EC,2022-06-15 18:45:00
513,Aksha,50.2814,113.2867,56.79,80,19,0.87,RU,2022-06-15 18:54:46
514,Rosignano Marittimo,43.4079,10.4729,78.89,77,100,1.77,IT,2022-06-15 18:54:47
515,Mayo,38.8876,-76.5119,93.18,54,0,4.0,US,2022-06-15 18:54:47
516,Whitehorse,60.7161,-135.0538,54.1,72,75,4.61,CA,2022-06-15 18:54:47
517,Kyaikto,17.3,97.0167,79.68,85,100,2.89,MM,2022-06-15 18:54:48
518,Cidreira,-30.1811,-50.2056,64.06,67,0,3.74,BR,2022-06-15 18:54:48
519,Aromashevo,56.8602,68.6375,54.64,85,81,5.55,RU,2022-06-15 18:54:48
520,Itoman,26.1247,127.6694,77.02,92,75,11.5,JP,2022-06-15 18:45:39
521,Palasa,18.7667,84.4167,82.51,84,100,5.91,IN,2022-06-15 18:54:48
522,Calmar,53.2668,-113.8187,58.55,82,100,21.85,CA,2022-06-15 18:54:49
523,Filadelfia,39.9523,-75.1638,90.81,47,40,6.91,US,2022-06-15 18:50:27
524,Qasigiannguit,68.8193,-51.1922,37.65,62,12,5.17,GL,2022-06-15 18:54:49
525,Launceston,-41.45,147.1667,48.15,97,100,6.91,AU,2022-06-15 18:54:49
526,Constantine,36.365,6.6147,89.01,27,40,8.05,DZ,2022-06-15 18:53:56
527,Fredericton,45.9454,-66.6656,77.43,43,0,10.36,CA,2022-06-15 18:50:55
528,Mamou,10.5,-12.0,72.3,91,100,4.21,GN,2022-06-15 18:54:50
529,Aneho,6.2333,1.6,77.2,94,100,12.44,TG,2022-06-15 18:54:50
530,Kirakira,-10.4544,161.9205,79.48,85,49,7.09,SB,2022-06-15 18:54:50
531,Velykoploske,47.0125,29.6717,58.87,61,1,4.72,UA,2022-06-15 18:54:51
532,Grande Prairie,55.1667,-118.8027,62.78,55,100,13.8,CA,2022-06-15 18:52:22
533,Mitsamiouli,-11.3847,43.2844,78.17,79,3,9.06,KM,2022-06-15 18:54:51
534,Hulyaypole,47.6653,36.2578,54.82,89,1,3.96,UA,2022-06-15 18:54:51
535,Lapua,62.9693,23.0088,60.48,78,20,8.77,FI,2022-06-15 18:54:52
536,New Richmond,45.123,-92.5366,66.25,77,100,8.05,US,2022-06-15 18:54:52
537,Zarubino,42.63,131.0922,53.58,97,100,1.12,RU,2022-06-15 18:54:52
538,Malakal,9.5334,31.6605,79.48,63,99,1.77,SS,2022-06-15 18:54:52
539,Vostok,46.4856,135.8833,51.48,92,100,2.26,RU,2022-06-15 18:45:38
540,Sokoto,13.0609,5.239,94.62,35,61,3.27,NG,2022-06-15 18:50:55
541,Ciudad Bolivar,8.1222,-63.5497,87.75,52,99,4.25,VE,2022-06-15 18:54:53
542,Andenes,69.3143,16.1194,48.18,81,75,6.91,NO,2022-06-15 18:54:27
543,San Quintin,30.4833,-115.95,69.04,59,1,9.66,MX,2022-06-15 18:45:14
544,Ganeasa,44.4833,26.2833,71.1,59,0,3.44,RO,2022-06-15 18:54:53
545,Emba,48.8264,58.1442,71.22,39,9,6.6,KZ,2022-06-15 18:54:53
546,Tiznit,29.5833,-9.5,70.57,69,86,7.4,MA,2022-06-15 18:54:54
547,Hohhot,40.8106,111.6522,64.69,45,0,8.95,CN,2022-06-15 18:54:54
548,Kincardine,56.0667,-3.7167,68.27,64,98,6.51,GB,2022-06-15 18:54:54
549,Charters Towers,-20.1,146.2667,58.96,96,1,3.09,AU,2022-06-15 18:45:56
550,Skibbereen,51.55,-9.2667,59.11,79,18,9.01,IE,2022-06-15 18:54:55
551,Sambava,-14.2667,50.1667,73.38,85,31,8.59,MG,2022-06-15 18:54:55
552,Det Udom,14.906,105.0784,76.82,84,100,5.12,TH,2022-06-15 18:55:55
553,Vilyuysk,63.7553,121.6247,54.09,80,100,3.24,RU,2022-06-15 18:55:56
554,Svetlyy,54.675,20.1347,59.97,89,12,4.85,RU,2022-06-15 18:55:56
555,Kendari,-3.945,122.4989,75.97,89,95,2.13,ID,2022-06-15 18:55:56
556,Moengo,5.6167,-54.4,82.45,79,13,3.67,SR,2022-06-15 18:55:56
557,Hovd,48.0056,91.6419,66.7,47,7,4.72,MN,2022-06-15 18:55:57
558,Santiago Del Estero,-27.7951,-64.2615,70.86,25,100,7.78,AR,2022-06-15 18:55:57
559,Camacha,33.0833,-16.3333,67.42,68,40,16.11,PT,2022-06-15 18:55:57
560,Saint Anthony,45.0205,-93.218,66.88,88,100,11.5,US,2022-06-15 18:55:57
561,Tibu,8.639,-72.7358,94.89,41,42,3.87,CO,2022-06-15 18:55:58
562,Chardara,41.2547,67.9692,84.29,27,0,7.99,KZ,2022-06-15 18:55:58
563,Lata,40.1629,-8.3327,70.07,91,98,2.08,PT,2022-06-15 18:55:58
